Month,Day,Hour,Solar Energy (kWh),Wind Energy (kWh),Grid Energy (kWh),Total Cost ($)
3.0,1.0,23.0,0.0,100.0,0.0,5200.0
3.0,2.0,0.0,0.0,100.0,0.0,5200.0
3.0,2.0,1.0,0.0,100.0,0.0,5200.0
3.0,2.0,2.0,0.0,100.0,0.0,5200.0
3.0,2.0,3.0,0.0,100.0,0.0,5200.0
3.0,2.0,4.0,0.0,100.0,0.0,5200.0
3.0,2.0,5.0,0.0,100.0,0.0,5200.0
3.0,2.0,6.0,0.0,100.0,0.0,5200.0
3.0,2.0,7.0,0.0,100.0,0.0,5200.0
3.0,2.0,8.0,100.0,0.0,0.0,5000.0
3.0,2.0,9.0,100.0,0.0,0.0,5000.0
3.0,2.0,10.0,100.0,0.0,0.0,5000.0
3.0,2.0,11.0,100.0,0.0,0.0,5000.0
3.0,2.0,12.0,100.0,0.0,0.0,5000.0
3.0,2.0,13.0,100.0,0.0,0.0,5000.0
3.0,2.0,14.0,100.0,0.0,0.0,5000.0
3.0,2.0,15.0,100.0,0.0,0.0,5000.0
3.0,2.0,16.0,100.0,0.0,0.0,5000.0
3.0,2.0,17.0,100.0,0.0,0.0,5000.0
3.0,2.0,18.0,47.459,52.541,0.0,5105.082
3.0,2.0,19.0,0.0,100.0,0.0,5200.0
3.0,2.0,20.0,0.0,100.0,0.0,5200.0
3.0,2.0,21.0,0.0,100.0,0.0,5200.0
3.0,2.0,22.0,0.0,100.0,0.0,5200.0
3.0,2.0,23.0,0.0,100.0,0.0,5200.0
3.0,3.0,0.0,0.0,100.0,0.0,5200.0
3.0,3.0,1.0,0.0,100.0,0.0,5200.0
3.0,3.0,2.0,0.0,100.0,0.0,5200.0
3.0,3.0,3.0,0.0,100.0,0.0,5200.0
3.0,3.0,4.0,0.0,100.0,0.0,5200.0
3.0,3.0,5.0,0.0,100.0,0.0,5200.0
3.0,3.0,6.0,0.0,100.0,0.0,5200.0
3.0,3.0,7.0,14.088,85.912,0.0,5171.824
3.0,3.0,8.0,100.0,0.0,0.0,5000.0
3.0,3.0,9.0,100.0,0.0,0.0,5000.0
3.0,3.0,10.0,100.0,0.0,0.0,5000.0
3.0,3.0,11.0,100.0,0.0,0.0,5000.0
3.0,3.0,12.0,100.0,0.0,0.0,5000.0
3.0,3.0,13.0,100.0,0.0,0.0,5000.0
3.0,3.0,14.0,100.0,0.0,0.0,5000.0
3.0,3.0,15.0,100.0,0.0,0.0,5000.0
3.0,3.0,16.0,100.0,0.0,0.0,5000.0
3.0,3.0,17.0,100.0,0.0,0.0,5000.0
3.0,3.0,18.0,0.0,100.0,0.0,5200.0
3.0,3.0,19.0,0.0,100.0,0.0,5200.0
3.0,3.0,20.0,0.0,100.0,0.0,5200.0
3.0,3.0,21.0,0.0,100.0,0.0,5200.0
3.0,3.0,22.0,0.0,100.0,0.0,5200.0
3.0,3.0,23.0,0.0,100.0,0.0,5200.0
3.0,4.0,0.0,0.0,100.0,0.0,5200.0
3.0,4.0,1.0,0.0,100.0,0.0,5200.0
3.0,4.0,2.0,0.0,100.0,0.0,5200.0
3.0,4.0,3.0,0.0,100.0,0.0,5200.0
3.0,4.0,4.0,0.0,100.0,0.0,5200.0
3.0,4.0,5.0,0.0,100.0,0.0,5200.0
3.0,4.0,6.0,0.0,100.0,0.0,5200.0
3.0,4.0,7.0,0.0,100.0,0.0,5200.0
3.0,4.0,8.0,100.0,0.0,0.0,5000.0
3.0,4.0,9.0,100.0,0.0,0.0,5000.0
3.0,4.0,10.0,100.0,0.0,0.0,5000.0
3.0,4.0,11.0,100.0,0.0,0.0,5000.0
3.0,4.0,12.0,100.0,0.0,0.0,5000.0
3.0,4.0,13.0,100.0,0.0,0.0,5000.0
3.0,4.0,14.0,100.0,0.0,0.0,5000.0
3.0,4.0,15.0,100.0,0.0,0.0,5000.0
3.0,4.0,16.0,73.547,26.453000000000003,0.0,5052.906
3.0,4.0,17.0,100.0,0.0,0.0,5000.0
3.0,4.0,18.0,0.0,100.0,0.0,5200.0
3.0,4.0,19.0,0.0,100.0,0.0,5200.0
3.0,4.0,20.0,0.0,100.0,0.0,5200.0
3.0,4.0,21.0,0.0,100.0,0.0,5200.0
3.0,4.0,22.0,0.0,100.0,0.0,5200.0
3.0,4.0,23.0,0.0,100.0,0.0,5200.0
3.0,5.0,0.0,0.0,100.0,0.0,5200.0
3.0,5.0,1.0,0.0,100.0,0.0,5200.0
3.0,5.0,2.0,0.0,100.0,0.0,5200.0
3.0,5.0,3.0,0.0,100.0,0.0,5200.0
3.0,5.0,4.0,0.0,100.0,0.0,5200.0
3.0,5.0,5.0,0.0,100.0,0.0,5200.0
3.0,5.0,6.0,0.0,100.0,0.0,5200.0
3.0,5.0,7.0,0.0,100.0,0.0,5200.0
3.0,5.0,8.0,86.815,13.185000000000002,0.0,5026.37
3.0,5.0,9.0,100.0,0.0,0.0,5000.0
3.0,5.0,10.0,100.0,0.0,0.0,5000.0
3.0,5.0,11.0,100.0,0.0,0.0,5000.0
3.0,5.0,12.0,100.0,0.0,0.0,5000.0
3.0,5.0,13.0,100.0,0.0,0.0,5000.0
3.0,5.0,14.0,100.0,0.0,0.0,5000.0
3.0,5.0,15.0,100.0,0.0,0.0,5000.0
3.0,5.0,16.0,100.0,0.0,0.0,5000.0
3.0,5.0,17.0,100.0,0.0,0.0,5000.0
3.0,5.0,18.0,0.0,100.0,0.0,5200.0
3.0,5.0,19.0,0.0,100.0,0.0,5200.0
3.0,5.0,20.0,0.0,100.0,0.0,5200.0
3.0,5.0,21.0,0.0,100.0,0.0,5200.0
3.0,5.0,22.0,0.0,100.0,0.0,5200.0
3.0,5.0,23.0,0.0,100.0,0.0,5200.0
3.0,6.0,0.0,0.0,100.0,0.0,5200.0
3.0,6.0,1.0,0.0,100.0,0.0,5200.0
3.0,6.0,2.0,0.0,100.0,0.0,5200.0
3.0,6.0,3.0,0.0,100.0,0.0,5200.0
3.0,6.0,4.0,0.0,100.0,0.0,5200.0
3.0,6.0,5.0,0.0,100.0,0.0,5200.0
3.0,6.0,6.0,0.0,100.0,0.0,5200.0
3.0,6.0,7.0,81.145,18.855000000000004,0.0,5037.71
3.0,6.0,8.0,100.0,0.0,0.0,5000.0
3.0,6.0,9.0,100.0,0.0,0.0,5000.0
3.0,6.0,10.0,100.0,0.0,0.0,5000.0
3.0,6.0,11.0,100.0,0.0,0.0,5000.0
3.0,6.0,12.0,100.0,0.0,0.0,5000.0
3.0,6.0,13.0,100.0,0.0,0.0,5000.0
3.0,6.0,14.0,100.0,0.0,0.0,5000.0
3.0,6.0,15.0,100.0,0.0,0.0,5000.0
3.0,6.0,16.0,100.0,0.0,0.0,5000.0
3.0,6.0,17.0,100.0,0.0,0.0,5000.0
3.0,6.0,18.0,0.0,100.0,0.0,5200.0
3.0,6.0,19.0,0.0,100.0,0.0,5200.0
3.0,6.0,20.0,0.0,100.0,0.0,5200.0
3.0,6.0,21.0,0.0,100.0,0.0,5200.0
3.0,6.0,22.0,0.0,100.0,0.0,5200.0
3.0,6.0,23.0,0.0,100.0,0.0,5200.0
3.0,7.0,0.0,0.0,100.0,0.0,5200.0
3.0,7.0,1.0,0.0,100.0,0.0,5200.0
3.0,7.0,2.0,0.0,100.0,0.0,5200.0
3.0,7.0,3.0,0.0,100.0,0.0,5200.0
3.0,7.0,4.0,0.0,100.0,0.0,5200.0
3.0,7.0,5.0,0.0,100.0,0.0,5200.0
3.0,7.0,6.0,0.0,100.0,0.0,5200.0
3.0,7.0,7.0,100.0,0.0,0.0,5000.0
3.0,7.0,8.0,100.0,0.0,0.0,5000.0
3.0,7.0,9.0,100.0,0.0,0.0,5000.0
3.0,7.0,10.0,100.0,0.0,0.0,5000.0
3.0,7.0,11.0,100.0,0.0,0.0,5000.0
3.0,7.0,12.0,100.0,0.0,0.0,5000.0
3.0,7.0,13.0,100.0,0.0,0.0,5000.0
3.0,7.0,14.0,100.0,0.0,0.0,5000.0
3.0,7.0,15.0,100.0,0.0,0.0,5000.0
3.0,7.0,16.0,100.0,0.0,0.0,5000.0
3.0,7.0,17.0,100.0,0.0,0.0,5000.0
3.0,7.0,18.0,1.33,98.67,0.0,5197.34
3.0,7.0,19.0,0.0,100.0,0.0,5200.0
3.0,7.0,20.0,0.0,100.0,0.0,5200.0
3.0,7.0,21.0,0.0,100.0,0.0,5200.0
3.0,7.0,22.0,0.0,100.0,0.0,5200.0
3.0,7.0,23.0,0.0,100.0,0.0,5200.0
3.0,8.0,0.0,0.0,100.0,0.0,5200.0
3.0,8.0,1.0,0.0,100.0,0.0,5200.0
3.0,8.0,2.0,0.0,100.0,0.0,5200.0
3.0,8.0,3.0,0.0,100.0,0.0,5200.0
3.0,8.0,4.0,0.0,100.0,0.0,5200.0
3.0,8.0,5.0,0.0,100.0,0.0,5200.0
3.0,8.0,6.0,0.0,100.0,0.0,5200.0
3.0,8.0,7.0,0.0,100.0,0.0,5200.0
3.0,8.0,8.0,100.0,0.0,0.0,5000.0
3.0,8.0,9.0,100.0,0.0,0.0,5000.0
3.0,8.0,10.0,100.0,0.0,0.0,5000.0
3.0,8.0,11.0,100.0,0.0,0.0,5000.0
3.0,8.0,12.0,100.0,0.0,0.0,5000.0
3.0,8.0,13.0,100.0,0.0,0.0,5000.0
3.0,8.0,14.0,100.0,0.0,0.0,5000.0
3.0,8.0,15.0,100.0,0.0,0.0,5000.0
3.0,8.0,16.0,100.0,0.0,0.0,5000.0
3.0,8.0,17.0,100.0,0.0,0.0,5000.0
3.0,8.0,18.0,0.0,100.0,0.0,5200.0
3.0,8.0,19.0,0.0,100.0,0.0,5200.0
3.0,8.0,20.0,0.0,100.0,0.0,5200.0
3.0,8.0,21.0,0.0,100.0,0.0,5200.0
3.0,8.0,22.0,0.0,100.0,0.0,5200.0
3.0,8.0,23.0,0.0,100.0,0.0,5200.0
3.0,9.0,0.0,0.0,100.0,0.0,5200.0
3.0,9.0,1.0,0.0,100.0,0.0,5200.0
3.0,9.0,2.0,0.0,100.0,0.0,5200.0
3.0,9.0,3.0,0.0,100.0,0.0,5200.0
3.0,9.0,4.0,0.0,100.0,0.0,5200.0
3.0,9.0,5.0,0.0,100.0,0.0,5200.0
3.0,9.0,6.0,0.0,100.0,0.0,5200.0
3.0,9.0,7.0,0.0,100.0,0.0,5200.0
3.0,9.0,8.0,100.0,0.0,0.0,5000.0
3.0,9.0,9.0,100.0,0.0,0.0,5000.0
3.0,9.0,10.0,100.0,0.0,0.0,5000.0
3.0,9.0,11.0,100.0,0.0,0.0,5000.0
3.0,9.0,12.0,100.0,0.0,0.0,5000.0
3.0,9.0,13.0,100.0,0.0,0.0,5000.0
3.0,9.0,14.0,100.0,0.0,0.0,5000.0
3.0,9.0,15.0,100.0,0.0,0.0,5000.0
3.0,9.0,16.0,100.0,0.0,0.0,5000.0
3.0,9.0,17.0,100.0,0.0,0.0,5000.0
3.0,9.0,18.0,65.222,34.778000000000006,0.0,5069.5560000000005
3.0,9.0,19.0,0.0,100.0,0.0,5200.0
3.0,9.0,20.0,0.0,100.0,0.0,5200.0
3.0,9.0,21.0,0.0,100.0,0.0,5200.0
3.0,9.0,22.0,0.0,100.0,0.0,5200.0
3.0,9.0,23.0,0.0,100.0,0.0,5200.0
3.0,10.0,0.0,0.0,100.0,0.0,5200.0
3.0,10.0,1.0,0.0,100.0,0.0,5200.0
3.0,10.0,2.0,0.0,100.0,0.0,5200.0
3.0,10.0,3.0,0.0,100.0,0.0,5200.0
3.0,10.0,4.0,0.0,100.0,0.0,5200.0
3.0,10.0,5.0,0.0,100.0,0.0,5200.0
3.0,10.0,6.0,0.0,100.0,0.0,5200.0
3.0,10.0,7.0,0.0,100.0,0.0,5200.0
3.0,10.0,8.0,63.389,36.611,0.0,5073.222
3.0,10.0,9.0,100.0,0.0,0.0,5000.0
3.0,10.0,10.0,100.0,0.0,0.0,5000.0
3.0,10.0,11.0,100.0,0.0,0.0,5000.0
3.0,10.0,12.0,100.0,0.0,0.0,5000.0
3.0,10.0,13.0,100.0,0.0,0.0,5000.0
3.0,10.0,14.0,100.0,0.0,0.0,5000.0
3.0,10.0,15.0,100.0,0.0,0.0,5000.0
3.0,10.0,16.0,100.0,0.0,0.0,5000.0
3.0,10.0,17.0,100.0,0.0,0.0,5000.0
3.0,10.0,18.0,67.561,32.43899999999999,0.0,5064.878
3.0,10.0,19.0,0.0,100.0,0.0,5200.0
3.0,10.0,20.0,0.0,100.0,0.0,5200.0
3.0,10.0,21.0,0.0,100.0,0.0,5200.0
3.0,10.0,22.0,0.0,100.0,0.0,5200.0
3.0,10.0,23.0,0.0,100.0,0.0,5200.0
3.0,11.0,0.0,0.0,100.0,0.0,5200.0
3.0,11.0,1.0,0.0,100.0,0.0,5200.0
3.0,11.0,2.0,0.0,100.0,0.0,5200.0
3.0,11.0,3.0,0.0,100.0,0.0,5200.0
3.0,11.0,4.0,0.0,100.0,0.0,5200.0
3.0,11.0,5.0,0.0,100.0,0.0,5200.0
3.0,11.0,6.0,0.0,100.0,0.0,5200.0
3.0,11.0,7.0,100.0,0.0,0.0,5000.0
3.0,11.0,8.0,100.0,0.0,0.0,5000.0
3.0,11.0,9.0,100.0,0.0,0.0,5000.0
3.0,11.0,10.0,100.0,0.0,0.0,5000.0
3.0,11.0,11.0,100.0,0.0,0.0,5000.0
3.0,11.0,12.0,100.0,0.0,0.0,5000.0
3.0,11.0,13.0,100.0,0.0,0.0,5000.0
3.0,11.0,14.0,100.0,0.0,0.0,5000.0
3.0,11.0,15.0,100.0,0.0,0.0,5000.0
3.0,11.0,16.0,100.0,0.0,0.0,5000.0
3.0,11.0,17.0,100.0,0.0,0.0,5000.0
3.0,11.0,18.0,82.947,17.052999999999997,0.0,5034.106
3.0,11.0,19.0,0.0,100.0,0.0,5200.0
3.0,11.0,20.0,0.0,100.0,0.0,5200.0
3.0,11.0,21.0,0.0,100.0,0.0,5200.0
3.0,11.0,22.0,0.0,100.0,0.0,5200.0
3.0,11.0,23.0,0.0,100.0,0.0,5200.0
3.0,12.0,0.0,0.0,100.0,0.0,5200.0
3.0,12.0,1.0,0.0,100.0,0.0,5200.0
3.0,12.0,2.0,0.0,100.0,0.0,5200.0
3.0,12.0,3.0,0.0,100.0,0.0,5200.0
3.0,12.0,4.0,0.0,100.0,0.0,5200.0
3.0,12.0,5.0,0.0,100.0,0.0,5200.0
3.0,12.0,6.0,0.0,100.0,0.0,5200.0
3.0,12.0,7.0,100.0,0.0,0.0,5000.0
3.0,12.0,8.0,100.0,0.0,0.0,5000.0
3.0,12.0,9.0,100.0,0.0,0.0,5000.0
3.0,12.0,10.0,100.0,0.0,0.0,5000.0
3.0,12.0,11.0,100.0,0.0,0.0,5000.0
3.0,12.0,12.0,100.0,0.0,0.0,5000.0
3.0,12.0,13.0,100.0,0.0,0.0,5000.0
3.0,12.0,14.0,100.0,0.0,0.0,5000.0
3.0,12.0,15.0,100.0,0.0,0.0,5000.0
3.0,12.0,16.0,100.0,0.0,0.0,5000.0
3.0,12.0,17.0,100.0,0.0,0.0,5000.0
3.0,12.0,18.0,100.0,0.0,0.0,5000.0
3.0,12.0,19.0,0.0,100.0,0.0,5200.0
3.0,12.0,20.0,0.0,100.0,0.0,5200.0
3.0,12.0,21.0,0.0,100.0,0.0,5200.0
3.0,12.0,22.0,0.0,100.0,0.0,5200.0
3.0,12.0,23.0,0.0,100.0,0.0,5200.0
3.0,13.0,0.0,0.0,100.0,0.0,5200.0
3.0,13.0,1.0,0.0,100.0,0.0,5200.0
3.0,13.0,2.0,0.0,100.0,0.0,5200.0
3.0,13.0,3.0,0.0,100.0,0.0,5200.0
3.0,13.0,4.0,0.0,100.0,0.0,5200.0
3.0,13.0,5.0,0.0,100.0,0.0,5200.0
3.0,13.0,6.0,0.0,100.0,0.0,5200.0
3.0,13.0,7.0,39.571,60.429,0.0,5120.858
3.0,13.0,8.0,100.0,0.0,0.0,5000.0
3.0,13.0,9.0,100.0,0.0,0.0,5000.0
3.0,13.0,10.0,100.0,0.0,0.0,5000.0
3.0,13.0,11.0,100.0,0.0,0.0,5000.0
3.0,13.0,12.0,100.0,0.0,0.0,5000.0
3.0,13.0,13.0,100.0,0.0,0.0,5000.0
3.0,13.0,14.0,100.0,0.0,0.0,5000.0
3.0,13.0,15.0,100.0,0.0,0.0,5000.0
3.0,13.0,16.0,100.0,0.0,0.0,5000.0
3.0,13.0,17.0,100.0,0.0,0.0,5000.0
3.0,13.0,18.0,90.36,9.64,0.0,5019.28
3.0,13.0,19.0,0.0,100.0,0.0,5200.0
3.0,13.0,20.0,0.0,100.0,0.0,5200.0
3.0,13.0,21.0,0.0,100.0,0.0,5200.0
3.0,13.0,22.0,0.0,100.0,0.0,5200.0
3.0,13.0,23.0,0.0,100.0,0.0,5200.0
3.0,14.0,0.0,0.0,100.0,0.0,5200.0
3.0,14.0,1.0,0.0,100.0,0.0,5200.0
3.0,14.0,2.0,0.0,100.0,0.0,5200.0
3.0,14.0,3.0,0.0,100.0,0.0,5200.0
3.0,14.0,4.0,0.0,100.0,0.0,5200.0
3.0,14.0,5.0,0.0,100.0,0.0,5200.0
3.0,14.0,6.0,0.0,100.0,0.0,5200.0
3.0,14.0,7.0,100.0,0.0,0.0,5000.0
3.0,14.0,8.0,100.0,0.0,0.0,5000.0
3.0,14.0,9.0,100.0,0.0,0.0,5000.0
3.0,14.0,10.0,100.0,0.0,0.0,5000.0
3.0,14.0,11.0,100.0,0.0,0.0,5000.0
3.0,14.0,12.0,100.0,0.0,0.0,5000.0
3.0,14.0,13.0,100.0,0.0,0.0,5000.0
3.0,14.0,14.0,100.0,0.0,0.0,5000.0
3.0,14.0,15.0,100.0,0.0,0.0,5000.0
3.0,14.0,16.0,100.0,0.0,0.0,5000.0
3.0,14.0,17.0,100.0,0.0,0.0,5000.0
3.0,14.0,18.0,100.0,0.0,0.0,5000.0
3.0,14.0,19.0,0.0,100.0,0.0,5200.0
3.0,14.0,20.0,0.0,100.0,0.0,5200.0
3.0,14.0,21.0,0.0,100.0,0.0,5200.0
3.0,14.0,22.0,0.0,100.0,0.0,5200.0
3.0,14.0,23.0,0.0,100.0,0.0,5200.0
3.0,15.0,0.0,0.0,43.82139976936198,56.17860023063802,5368.535800691914
3.0,15.0,1.0,0.0,100.0,0.0,5200.0
3.0,15.0,2.0,0.0,17.531115463934874,82.46888453606513,5447.4066536081955
3.0,15.0,3.0,0.0,96.86146936236186,3.1385306376381408,5209.415591912914
3.0,15.0,4.0,0.0,100.0,0.0,5200.0
3.0,15.0,5.0,0.0,100.0,0.0,5200.0
3.0,15.0,6.0,0.0,100.0,0.0,5200.0
3.0,15.0,7.0,0.0,100.0,0.0,5200.0
3.0,15.0,8.0,100.0,0.0,0.0,5000.0
3.0,15.0,9.0,100.0,0.0,0.0,5000.0
3.0,15.0,10.0,100.0,0.0,0.0,5000.0
3.0,15.0,11.0,100.0,0.0,0.0,5000.0
3.0,15.0,12.0,100.0,0.0,0.0,5000.0
3.0,15.0,13.0,100.0,0.0,0.0,5000.0
3.0,15.0,14.0,100.0,0.0,0.0,5000.0
3.0,15.0,15.0,100.0,0.0,0.0,5000.0
3.0,15.0,16.0,100.0,0.0,0.0,5000.0
3.0,15.0,17.0,45.344,54.656,0.0,5109.312
3.0,15.0,18.0,100.0,0.0,0.0,5000.0
3.0,15.0,19.0,0.0,100.0,0.0,5200.0
3.0,15.0,20.0,0.0,100.0,0.0,5200.0
3.0,15.0,21.0,0.0,100.0,0.0,5200.0
3.0,15.0,22.0,0.0,100.0,0.0,5200.0
3.0,15.0,23.0,0.0,100.0,0.0,5200.0
3.0,16.0,0.0,0.0,100.0,0.0,5200.0
3.0,16.0,1.0,0.0,100.0,0.0,5200.0
3.0,16.0,2.0,0.0,100.0,0.0,5200.0
3.0,16.0,3.0,0.0,100.0,0.0,5200.0
3.0,16.0,4.0,0.0,100.0,0.0,5200.0
3.0,16.0,5.0,0.0,100.0,0.0,5200.0
3.0,16.0,6.0,0.0,100.0,0.0,5200.0
3.0,16.0,7.0,100.0,0.0,0.0,5000.0
3.0,16.0,8.0,100.0,0.0,0.0,5000.0
3.0,16.0,9.0,100.0,0.0,0.0,5000.0
3.0,16.0,10.0,100.0,0.0,0.0,5000.0
3.0,16.0,11.0,100.0,0.0,0.0,5000.0
3.0,16.0,12.0,100.0,0.0,0.0,5000.0
3.0,16.0,13.0,100.0,0.0,0.0,5000.0
3.0,16.0,14.0,100.0,0.0,0.0,5000.0
3.0,16.0,15.0,100.0,0.0,0.0,5000.0
3.0,16.0,16.0,100.0,0.0,0.0,5000.0
3.0,16.0,17.0,100.0,0.0,0.0,5000.0
3.0,16.0,18.0,53.85,46.15,0.0,5092.299999999999
3.0,16.0,19.0,0.0,100.0,0.0,5200.0
3.0,16.0,20.0,0.0,100.0,0.0,5200.0
3.0,16.0,21.0,0.0,100.0,0.0,5200.0
3.0,16.0,22.0,0.0,100.0,0.0,5200.0
3.0,16.0,23.0,0.0,100.0,0.0,5200.0
3.0,17.0,0.0,0.0,100.0,0.0,5200.0
3.0,17.0,1.0,0.0,100.0,0.0,5200.0
3.0,17.0,2.0,0.0,100.0,0.0,5200.0
3.0,17.0,3.0,0.0,100.0,0.0,5200.0
3.0,17.0,4.0,0.0,100.0,0.0,5200.0
3.0,17.0,5.0,0.0,100.0,0.0,5200.0
3.0,17.0,6.0,0.0,100.0,0.0,5200.0
3.0,17.0,7.0,100.0,0.0,0.0,5000.0
3.0,17.0,8.0,100.0,0.0,0.0,5000.0
3.0,17.0,9.0,100.0,0.0,0.0,5000.0
3.0,17.0,10.0,100.0,0.0,0.0,5000.0
3.0,17.0,11.0,100.0,0.0,0.0,5000.0
3.0,17.0,12.0,100.0,0.0,0.0,5000.0
3.0,17.0,13.0,100.0,0.0,0.0,5000.0
3.0,17.0,14.0,100.0,0.0,0.0,5000.0
3.0,17.0,15.0,100.0,0.0,0.0,5000.0
3.0,17.0,16.0,100.0,0.0,0.0,5000.0
3.0,17.0,17.0,100.0,0.0,0.0,5000.0
3.0,17.0,18.0,100.0,0.0,0.0,5000.0
3.0,17.0,19.0,0.0,100.0,0.0,5200.0
3.0,17.0,20.0,0.0,100.0,0.0,5200.0
3.0,17.0,21.0,0.0,100.0,0.0,5200.0
3.0,17.0,22.0,0.0,100.0,0.0,5200.0
3.0,17.0,23.0,0.0,100.0,0.0,5200.0
3.0,18.0,0.0,0.0,100.0,0.0,5200.0
3.0,18.0,1.0,0.0,100.0,0.0,5200.0
3.0,18.0,2.0,0.0,100.0,0.0,5200.0
3.0,18.0,3.0,0.0,100.0,0.0,5200.0
3.0,18.0,4.0,0.0,100.0,0.0,5200.0
3.0,18.0,5.0,0.0,100.0,0.0,5200.0
3.0,18.0,6.0,0.0,100.0,0.0,5200.0
3.0,18.0,7.0,100.0,0.0,0.0,5000.0
3.0,18.0,8.0,100.0,0.0,0.0,5000.0
3.0,18.0,9.0,100.0,0.0,0.0,5000.0
3.0,18.0,10.0,100.0,0.0,0.0,5000.0
3.0,18.0,11.0,100.0,0.0,0.0,5000.0
3.0,18.0,12.0,100.0,0.0,0.0,5000.0
3.0,18.0,13.0,100.0,0.0,0.0,5000.0
3.0,18.0,14.0,100.0,0.0,0.0,5000.0
3.0,18.0,15.0,100.0,0.0,0.0,5000.0
3.0,18.0,16.0,100.0,0.0,0.0,5000.0
3.0,18.0,17.0,100.0,0.0,0.0,5000.0
3.0,18.0,18.0,100.0,0.0,0.0,5000.0
3.0,18.0,19.0,0.0,100.0,0.0,5200.0
3.0,18.0,20.0,0.0,100.0,0.0,5200.0
3.0,18.0,21.0,0.0,100.0,0.0,5200.0
3.0,18.0,22.0,0.0,100.0,0.0,5200.0
3.0,18.0,23.0,0.0,100.0,0.0,5200.0
3.0,19.0,0.0,0.0,100.0,0.0,5200.0
3.0,19.0,1.0,0.0,100.0,0.0,5200.0
3.0,19.0,2.0,0.0,100.0,0.0,5200.0
3.0,19.0,3.0,0.0,100.0,0.0,5200.0
3.0,19.0,4.0,0.0,100.0,0.0,5200.0
3.0,19.0,5.0,0.0,100.0,0.0,5200.0
3.0,19.0,6.0,0.0,100.0,0.0,5200.0
3.0,19.0,7.0,100.0,0.0,0.0,5000.0
3.0,19.0,8.0,100.0,0.0,0.0,5000.0
3.0,19.0,9.0,100.0,0.0,0.0,5000.0
3.0,19.0,10.0,100.0,0.0,0.0,5000.0
3.0,19.0,11.0,100.0,0.0,0.0,5000.0
3.0,19.0,12.0,100.0,0.0,0.0,5000.0
3.0,19.0,13.0,100.0,0.0,0.0,5000.0
3.0,19.0,14.0,100.0,0.0,0.0,5000.0
3.0,19.0,15.0,100.0,0.0,0.0,5000.0
3.0,19.0,16.0,100.0,0.0,0.0,5000.0
3.0,19.0,17.0,100.0,0.0,0.0,5000.0
3.0,19.0,18.0,100.0,0.0,0.0,5000.0
3.0,19.0,19.0,0.0,100.0,0.0,5200.0
3.0,19.0,20.0,0.0,100.0,0.0,5200.0
3.0,19.0,21.0,0.0,100.0,0.0,5200.0
3.0,19.0,22.0,0.0,100.0,0.0,5200.0
3.0,19.0,23.0,0.0,100.0,0.0,5200.0
3.0,20.0,0.0,0.0,100.0,0.0,5200.0
3.0,20.0,1.0,0.0,100.0,0.0,5200.0
3.0,20.0,2.0,0.0,100.0,0.0,5200.0
3.0,20.0,3.0,0.0,100.0,0.0,5200.0
3.0,20.0,4.0,0.0,100.0,0.0,5200.0
3.0,20.0,5.0,0.0,100.0,0.0,5200.0
3.0,20.0,6.0,0.0,100.0,0.0,5200.0
3.0,20.0,7.0,100.0,0.0,0.0,5000.0
3.0,20.0,8.0,100.0,0.0,0.0,5000.0
3.0,20.0,9.0,100.0,0.0,0.0,5000.0
3.0,20.0,10.0,100.0,0.0,0.0,5000.0
3.0,20.0,11.0,100.0,0.0,0.0,5000.0
3.0,20.0,12.0,100.0,0.0,0.0,5000.0
3.0,20.0,13.0,100.0,0.0,0.0,5000.0
3.0,20.0,14.0,100.0,0.0,0.0,5000.0
3.0,20.0,15.0,100.0,0.0,0.0,5000.0
3.0,20.0,16.0,100.0,0.0,0.0,5000.0
3.0,20.0,17.0,100.0,0.0,0.0,5000.0
3.0,20.0,18.0,100.0,0.0,0.0,5000.0
3.0,20.0,19.0,0.0,100.0,0.0,5200.0
3.0,20.0,20.0,0.0,100.0,0.0,5200.0
3.0,20.0,21.0,0.0,100.0,0.0,5200.0
3.0,20.0,22.0,0.0,100.0,0.0,5200.0
3.0,20.0,23.0,0.0,100.0,0.0,5200.0
3.0,21.0,0.0,0.0,100.0,0.0,5200.0
3.0,21.0,1.0,0.0,100.0,0.0,5200.0
3.0,21.0,2.0,0.0,100.0,0.0,5200.0
3.0,21.0,3.0,0.0,100.0,0.0,5200.0
3.0,21.0,4.0,0.0,100.0,0.0,5200.0
3.0,21.0,5.0,0.0,100.0,0.0,5200.0
3.0,21.0,6.0,0.0,100.0,0.0,5200.0
3.0,21.0,7.0,100.0,0.0,0.0,5000.0
3.0,21.0,8.0,100.0,0.0,0.0,5000.0
3.0,21.0,9.0,100.0,0.0,0.0,5000.0
3.0,21.0,10.0,100.0,0.0,0.0,5000.0
3.0,21.0,11.0,100.0,0.0,0.0,5000.0
3.0,21.0,12.0,100.0,0.0,0.0,5000.0
3.0,21.0,13.0,100.0,0.0,0.0,5000.0
3.0,21.0,14.0,100.0,0.0,0.0,5000.0
3.0,21.0,15.0,100.0,0.0,0.0,5000.0
3.0,21.0,16.0,100.0,0.0,0.0,5000.0
3.0,21.0,17.0,100.0,0.0,0.0,5000.0
3.0,21.0,18.0,100.0,0.0,0.0,5000.0
3.0,21.0,19.0,0.0,100.0,0.0,5200.0
3.0,21.0,20.0,0.0,100.0,0.0,5200.0
