Hour,Series,Parallel,Total Capacity (kWh),Effective Capacity (kWh),Effective Load (kW),Length of Discharge (hours),Total Cost ($)
5,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
6,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
7,3,1,1.1100000000000003,0.9990000000000003,4.435640284987604,0.22522114865380524,166.50000000000006
8,3,1,1.1100000000000003,0.9990000000000003,2.5555782580045996,0.39090957080689104,166.50000000000006
9,3,1,1.1100000000000003,0.9990000000000003,2.6984695815201416,0.37020984295743997,166.50000000000006
10,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
11,3,1,1.1100000000000003,0.9990000000000003,4.521797588762503,0.22092983606402433,166.50000000000006
12,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
13,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
14,3,1,1.1100000000000003,0.9990000000000003,3.4409289115156465,0.29032857861627975,166.50000000000006
15,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
16,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
17,3,1,1.1100000000000003,0.9990000000000003,5.71595485232165,0.17477394867705026,166.50000000000006
18,3,1,1.1100000000000003,0.9990000000000003,3.9256390768376175,0.25448085787977387,166.50000000000006
19,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
20,3,1,1.1100000000000003,0.9990000000000003,4.4017606040566335,0.22695464153123832,166.50000000000006
21,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
22,3,1,1.1100000000000003,0.9990000000000003,0.0,inf,166.50000000000006
23,3,1,1.1100000000000003,0.9990000000000003,0.28544065307764477,3.499851857921076,166.50000000000006
0,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
1,3,2,2.2200000000000006,1.9980000000000007,1.9438815668528129,1.0278403962823757,333.0000000000001
2,3,2,2.2200000000000006,1.9980000000000007,5.062671819539148,0.3946532722679776,333.0000000000001
3,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
4,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
5,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
6,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
7,3,2,2.2200000000000006,1.9980000000000007,4.435640284987604,0.4504422973076105,333.0000000000001
8,3,2,2.2200000000000006,1.9980000000000007,2.5555782580045996,0.7818191416137821,333.0000000000001
9,3,2,2.2200000000000006,1.9980000000000007,2.6984695815201416,0.7404196859148799,333.0000000000001
10,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
11,3,2,2.2200000000000006,1.9980000000000007,4.521797588762503,0.44185967212804866,333.0000000000001
12,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
13,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
14,3,2,2.2200000000000006,1.9980000000000007,3.4409289115156465,0.5806571572325595,333.0000000000001
15,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
16,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
17,3,2,2.2200000000000006,1.9980000000000007,5.71595485232165,0.3495478973541005,333.0000000000001
18,3,2,2.2200000000000006,1.9980000000000007,3.9256390768376175,0.5089617157595477,333.0000000000001
19,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
20,3,2,2.2200000000000006,1.9980000000000007,4.4017606040566335,0.45390928306247663,333.0000000000001
21,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
22,3,2,2.2200000000000006,1.9980000000000007,0.0,inf,333.0000000000001
23,3,2,2.2200000000000006,1.9980000000000007,0.28544065307764477,6.999703715842152,333.0000000000001
0,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
1,3,3,3.3300000000000005,2.9970000000000003,1.9438815668528129,1.5417605944235633,499.50000000000006
2,3,3,3.3300000000000005,2.9970000000000003,5.062671819539148,0.5919799084019662,499.50000000000006
3,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
4,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
5,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
6,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
7,3,3,3.3300000000000005,2.9970000000000003,4.435640284987604,0.6756634459614156,499.50000000000006
8,3,3,3.3300000000000005,2.9970000000000003,2.5555782580045996,1.172728712420673,499.50000000000006
9,3,3,3.3300000000000005,2.9970000000000003,2.6984695815201416,1.1106295288723196,499.50000000000006
10,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
11,3,3,3.3300000000000005,2.9970000000000003,4.521797588762503,0.6627895081920728,499.50000000000006
12,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
13,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
14,3,3,3.3300000000000005,2.9970000000000003,3.4409289115156465,0.8709857358488391,499.50000000000006
15,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
16,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
17,3,3,3.3300000000000005,2.9970000000000003,5.71595485232165,0.5243218460311506,499.50000000000006
18,3,3,3.3300000000000005,2.9970000000000003,3.9256390768376175,0.7634425736393213,499.50000000000006
19,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
20,3,3,3.3300000000000005,2.9970000000000003,4.4017606040566335,0.6808639245937148,499.50000000000006
21,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
22,3,3,3.3300000000000005,2.9970000000000003,0.0,inf,499.50000000000006
23,3,3,3.3300000000000005,2.9970000000000003,0.28544065307764477,10.499555573763226,499.50000000000006
0,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
1,3,4,4.440000000000001,3.9960000000000013,1.9438815668528129,2.0556807925647513,666.0000000000002
2,3,4,4.440000000000001,3.9960000000000013,5.062671819539148,0.7893065445359552,666.0000000000002
3,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
4,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
5,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
6,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
7,3,4,4.440000000000001,3.9960000000000013,4.435640284987604,0.900884594615221,666.0000000000002
8,3,4,4.440000000000001,3.9960000000000013,2.5555782580045996,1.5636382832275642,666.0000000000002
9,3,4,4.440000000000001,3.9960000000000013,2.6984695815201416,1.4808393718297599,666.0000000000002
10,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
11,3,4,4.440000000000001,3.9960000000000013,4.521797588762503,0.8837193442560973,666.0000000000002
12,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
13,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
14,3,4,4.440000000000001,3.9960000000000013,3.4409289115156465,1.161314314465119,666.0000000000002
15,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
16,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
17,3,4,4.440000000000001,3.9960000000000013,5.71595485232165,0.699095794708201,666.0000000000002
18,3,4,4.440000000000001,3.9960000000000013,3.9256390768376175,1.0179234315190955,666.0000000000002
19,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
20,3,4,4.440000000000001,3.9960000000000013,4.4017606040566335,0.9078185661249533,666.0000000000002
21,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
22,3,4,4.440000000000001,3.9960000000000013,0.0,inf,666.0000000000002
23,3,4,4.440000000000001,3.9960000000000013,0.28544065307764477,13.999407431684304,666.0000000000002
0,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
1,3,5,5.550000000000001,4.995000000000001,1.9438815668528129,2.569600990705939,832.5000000000001
2,3,5,5.550000000000001,4.995000000000001,5.062671819539148,0.9866331806699438,832.5000000000001
3,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
4,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
5,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
6,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
7,3,5,5.550000000000001,4.995000000000001,4.435640284987604,1.126105743269026,832.5000000000001
8,3,5,5.550000000000001,4.995000000000001,2.5555782580045996,1.954547854034455,832.5000000000001
9,3,5,5.550000000000001,4.995000000000001,2.6984695815201416,1.8510492147871995,832.5000000000001
10,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
11,3,5,5.550000000000001,4.995000000000001,4.521797588762503,1.1046491803201215,832.5000000000001
12,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
13,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
14,3,5,5.550000000000001,4.995000000000001,3.4409289115156465,1.4516428930813987,832.5000000000001
15,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
16,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
17,3,5,5.550000000000001,4.995000000000001,5.71595485232165,0.8738697433852511,832.5000000000001
18,3,5,5.550000000000001,4.995000000000001,3.9256390768376175,1.272404289398869,832.5000000000001
19,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
20,3,5,5.550000000000001,4.995000000000001,4.4017606040566335,1.1347732076561914,832.5000000000001
21,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
22,3,5,5.550000000000001,4.995000000000001,0.0,inf,832.5000000000001
23,3,5,5.550000000000001,4.995000000000001,0.28544065307764477,17.499259289605376,832.5000000000001
0,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
1,3,6,6.660000000000001,5.994000000000001,1.9438815668528129,3.0835211888471266,999.0000000000001
2,3,6,6.660000000000001,5.994000000000001,5.062671819539148,1.1839598168039325,999.0000000000001
3,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
4,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
5,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
6,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
7,3,6,6.660000000000001,5.994000000000001,4.435640284987604,1.3513268919228312,999.0000000000001
8,3,6,6.660000000000001,5.994000000000001,2.5555782580045996,2.345457424841346,999.0000000000001
9,3,6,6.660000000000001,5.994000000000001,2.6984695815201416,2.221259057744639,999.0000000000001
10,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
11,3,6,6.660000000000001,5.994000000000001,4.521797588762503,1.3255790163841457,999.0000000000001
12,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
13,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
14,3,6,6.660000000000001,5.994000000000001,3.4409289115156465,1.7419714716976782,999.0000000000001
15,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
16,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
17,3,6,6.660000000000001,5.994000000000001,5.71595485232165,1.0486436920623012,999.0000000000001
18,3,6,6.660000000000001,5.994000000000001,3.9256390768376175,1.5268851472786427,999.0000000000001
19,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
20,3,6,6.660000000000001,5.994000000000001,4.4017606040566335,1.3617278491874296,999.0000000000001
21,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
22,3,6,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
23,3,6,6.660000000000001,5.994000000000001,0.28544065307764477,20.999111147526452,999.0000000000001
0,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
1,3,7,7.770000000000001,6.993000000000001,1.9438815668528129,3.5974413869883146,1165.5000000000002
2,3,7,7.770000000000001,6.993000000000001,5.062671819539148,1.3812864529379214,1165.5000000000002
3,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
4,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
5,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
6,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
7,3,7,7.770000000000001,6.993000000000001,4.435640284987604,1.5765480405766366,1165.5000000000002
8,3,7,7.770000000000001,6.993000000000001,2.5555782580045996,2.736366995648237,1165.5000000000002
9,3,7,7.770000000000001,6.993000000000001,2.6984695815201416,2.5914689007020795,1165.5000000000002
10,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
11,3,7,7.770000000000001,6.993000000000001,4.521797588762503,1.54650885244817,1165.5000000000002
12,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
13,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
14,3,7,7.770000000000001,6.993000000000001,3.4409289115156465,2.032300050313958,1165.5000000000002
15,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
16,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
17,3,7,7.770000000000001,6.993000000000001,5.71595485232165,1.2234176407393516,1165.5000000000002
18,3,7,7.770000000000001,6.993000000000001,3.9256390768376175,1.7813660051584166,1165.5000000000002
19,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
20,3,7,7.770000000000001,6.993000000000001,4.4017606040566335,1.588682490718668,1165.5000000000002
21,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
22,3,7,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
23,3,7,7.770000000000001,6.993000000000001,0.28544065307764477,24.49896300544753,1165.5000000000002
0,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
1,3,8,8.880000000000003,7.992000000000003,1.9438815668528129,4.111361585129503,1332.0000000000005
2,3,8,8.880000000000003,7.992000000000003,5.062671819539148,1.5786130890719103,1332.0000000000005
3,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
4,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
5,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
6,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
7,3,8,8.880000000000003,7.992000000000003,4.435640284987604,1.801769189230442,1332.0000000000005
8,3,8,8.880000000000003,7.992000000000003,2.5555782580045996,3.1272765664551283,1332.0000000000005
9,3,8,8.880000000000003,7.992000000000003,2.6984695815201416,2.9616787436595198,1332.0000000000005
10,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
11,3,8,8.880000000000003,7.992000000000003,4.521797588762503,1.7674386885121947,1332.0000000000005
12,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
13,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
14,3,8,8.880000000000003,7.992000000000003,3.4409289115156465,2.322628628930238,1332.0000000000005
15,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
16,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
17,3,8,8.880000000000003,7.992000000000003,5.71595485232165,1.398191589416402,1332.0000000000005
18,3,8,8.880000000000003,7.992000000000003,3.9256390768376175,2.035846863038191,1332.0000000000005
19,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
20,3,8,8.880000000000003,7.992000000000003,4.4017606040566335,1.8156371322499065,1332.0000000000005
21,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
22,3,8,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
23,3,8,8.880000000000003,7.992000000000003,0.28544065307764477,27.998814863368608,1332.0000000000005
0,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
1,3,9,9.990000000000002,8.991000000000001,1.9438815668528129,4.62528178327069,1498.5000000000002
2,3,9,9.990000000000002,8.991000000000001,5.062671819539148,1.7759397252058988,1498.5000000000002
3,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
4,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
5,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
6,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
7,3,9,9.990000000000002,8.991000000000001,4.435640284987604,2.026990337884247,1498.5000000000002
8,3,9,9.990000000000002,8.991000000000001,2.5555782580045996,3.518186137262019,1498.5000000000002
9,3,9,9.990000000000002,8.991000000000001,2.6984695815201416,3.331888586616959,1498.5000000000002
10,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
11,3,9,9.990000000000002,8.991000000000001,4.521797588762503,1.9883685245762186,1498.5000000000002
12,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
13,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
14,3,9,9.990000000000002,8.991000000000001,3.4409289115156465,2.6129572075465175,1498.5000000000002
15,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
16,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
17,3,9,9.990000000000002,8.991000000000001,5.71595485232165,1.572965538093452,1498.5000000000002
18,3,9,9.990000000000002,8.991000000000001,3.9256390768376175,2.290327720917964,1498.5000000000002
19,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
20,3,9,9.990000000000002,8.991000000000001,4.4017606040566335,2.0425917737811448,1498.5000000000002
21,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
22,3,9,9.990000000000002,8.991000000000001,0.0,inf,1498.5000000000002
23,3,9,9.990000000000002,8.991000000000001,0.28544065307764477,31.498666721289677,1498.5000000000002
0,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
1,3,10,11.100000000000001,9.990000000000002,1.9438815668528129,5.139201981411878,1665.0000000000002
2,3,10,11.100000000000001,9.990000000000002,5.062671819539148,1.9732663613398875,1665.0000000000002
3,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
4,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
5,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
6,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
7,3,10,11.100000000000001,9.990000000000002,4.435640284987604,2.252211486538052,1665.0000000000002
8,3,10,11.100000000000001,9.990000000000002,2.5555782580045996,3.90909570806891,1665.0000000000002
9,3,10,11.100000000000001,9.990000000000002,2.6984695815201416,3.702098429574399,1665.0000000000002
10,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
11,3,10,11.100000000000001,9.990000000000002,4.521797588762503,2.209298360640243,1665.0000000000002
12,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
13,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
14,3,10,11.100000000000001,9.990000000000002,3.4409289115156465,2.9032857861627974,1665.0000000000002
15,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
16,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
17,3,10,11.100000000000001,9.990000000000002,5.71595485232165,1.7477394867705023,1665.0000000000002
18,3,10,11.100000000000001,9.990000000000002,3.9256390768376175,2.544808578797738,1665.0000000000002
19,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
20,3,10,11.100000000000001,9.990000000000002,4.4017606040566335,2.2695464153123828,1665.0000000000002
21,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
22,3,10,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
23,3,10,11.100000000000001,9.990000000000002,0.28544065307764477,34.99851857921075,1665.0000000000002
0,4,1,1.48,1.332,0.0,inf,222.0
1,4,1,1.48,1.332,1.9438815668528129,0.6852269308549169,222.0
2,4,1,1.48,1.332,5.062671819539148,0.263102181511985,222.0
3,4,1,1.48,1.332,0.0,inf,222.0
4,4,1,1.48,1.332,0.0,inf,222.0
5,4,1,1.48,1.332,0.0,inf,222.0
6,4,1,1.48,1.332,0.0,inf,222.0
7,4,1,1.48,1.332,4.435640284987604,0.30029486487174023,222.0
8,4,1,1.48,1.332,2.5555782580045996,0.5212127610758546,222.0
9,4,1,1.48,1.332,2.6984695815201416,0.49361312394325313,222.0
10,4,1,1.48,1.332,0.0,inf,222.0
11,4,1,1.48,1.332,4.521797588762503,0.29457311475203235,222.0
12,4,1,1.48,1.332,0.0,inf,222.0
13,4,1,1.48,1.332,0.0,inf,222.0
14,4,1,1.48,1.332,3.4409289115156465,0.3871047714883729,222.0
15,4,1,1.48,1.332,0.0,inf,222.0
16,4,1,1.48,1.332,0.0,inf,222.0
17,4,1,1.48,1.332,5.71595485232165,0.23303193156940027,222.0
18,4,1,1.48,1.332,3.9256390768376175,0.33930781050636505,222.0
19,4,1,1.48,1.332,0.0,inf,222.0
20,4,1,1.48,1.332,4.4017606040566335,0.3026061887083177,222.0
21,4,1,1.48,1.332,0.0,inf,222.0
22,4,1,1.48,1.332,0.0,inf,222.0
23,4,1,1.48,1.332,0.28544065307764477,4.6664691438947665,222.0
0,4,2,2.96,2.664,0.0,inf,444.0
1,4,2,2.96,2.664,1.9438815668528129,1.3704538617098339,444.0
2,4,2,2.96,2.664,5.062671819539148,0.52620436302397,444.0
3,4,2,2.96,2.664,0.0,inf,444.0
4,4,2,2.96,2.664,0.0,inf,444.0
5,4,2,2.96,2.664,0.0,inf,444.0
6,4,2,2.96,2.664,0.0,inf,444.0
7,4,2,2.96,2.664,4.435640284987604,0.6005897297434805,444.0
8,4,2,2.96,2.664,2.5555782580045996,1.0424255221517091,444.0
9,4,2,2.96,2.664,2.6984695815201416,0.9872262478865063,444.0
10,4,2,2.96,2.664,0.0,inf,444.0
11,4,2,2.96,2.664,4.521797588762503,0.5891462295040647,444.0
12,4,2,2.96,2.664,0.0,inf,444.0
13,4,2,2.96,2.664,0.0,inf,444.0
14,4,2,2.96,2.664,3.4409289115156465,0.7742095429767458,444.0
15,4,2,2.96,2.664,0.0,inf,444.0
16,4,2,2.96,2.664,0.0,inf,444.0
17,4,2,2.96,2.664,5.71595485232165,0.46606386313880055,444.0
18,4,2,2.96,2.664,3.9256390768376175,0.6786156210127301,444.0
19,4,2,2.96,2.664,0.0,inf,444.0
20,4,2,2.96,2.664,4.4017606040566335,0.6052123774166354,444.0
21,4,2,2.96,2.664,0.0,inf,444.0
22,4,2,2.96,2.664,0.0,inf,444.0
23,4,2,2.96,2.664,0.28544065307764477,9.332938287789533,444.0
0,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
1,4,3,4.44,3.9960000000000004,1.9438815668528129,2.055680792564751,666.0000000000001
2,4,3,4.44,3.9960000000000004,5.062671819539148,0.789306544535955,666.0000000000001
3,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
4,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
5,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
6,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
7,4,3,4.44,3.9960000000000004,4.435640284987604,0.9008845946152207,666.0000000000001
8,4,3,4.44,3.9960000000000004,2.5555782580045996,1.563638283227564,666.0000000000001
9,4,3,4.44,3.9960000000000004,2.6984695815201416,1.4808393718297594,666.0000000000001
10,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
11,4,3,4.44,3.9960000000000004,4.521797588762503,0.8837193442560971,666.0000000000001
12,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
13,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
14,4,3,4.44,3.9960000000000004,3.4409289115156465,1.1613143144651188,666.0000000000001
15,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
16,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
17,4,3,4.44,3.9960000000000004,5.71595485232165,0.6990957947082008,666.0000000000001
18,4,3,4.44,3.9960000000000004,3.9256390768376175,1.0179234315190953,666.0000000000001
19,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
20,4,3,4.44,3.9960000000000004,4.4017606040566335,0.9078185661249532,666.0000000000001
21,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
22,4,3,4.44,3.9960000000000004,0.0,inf,666.0000000000001
23,4,3,4.44,3.9960000000000004,0.28544065307764477,13.9994074316843,666.0000000000001
0,4,4,5.92,5.328,0.0,inf,888.0
1,4,4,5.92,5.328,1.9438815668528129,2.7409077234196677,888.0
2,4,4,5.92,5.328,5.062671819539148,1.05240872604794,888.0
3,4,4,5.92,5.328,0.0,inf,888.0
4,4,4,5.92,5.328,0.0,inf,888.0
5,4,4,5.92,5.328,0.0,inf,888.0
6,4,4,5.92,5.328,0.0,inf,888.0
7,4,4,5.92,5.328,4.435640284987604,1.201179459486961,888.0
8,4,4,5.92,5.328,2.5555782580045996,2.0848510443034183,888.0
9,4,4,5.92,5.328,2.6984695815201416,1.9744524957730125,888.0
10,4,4,5.92,5.328,0.0,inf,888.0
11,4,4,5.92,5.328,4.521797588762503,1.1782924590081294,888.0
12,4,4,5.92,5.328,0.0,inf,888.0
13,4,4,5.92,5.328,0.0,inf,888.0
14,4,4,5.92,5.328,3.4409289115156465,1.5484190859534916,888.0
15,4,4,5.92,5.328,0.0,inf,888.0
16,4,4,5.92,5.328,0.0,inf,888.0
17,4,4,5.92,5.328,5.71595485232165,0.9321277262776011,888.0
18,4,4,5.92,5.328,3.9256390768376175,1.3572312420254602,888.0
19,4,4,5.92,5.328,0.0,inf,888.0
20,4,4,5.92,5.328,4.4017606040566335,1.2104247548332707,888.0
21,4,4,5.92,5.328,0.0,inf,888.0
22,4,4,5.92,5.328,0.0,inf,888.0
23,4,4,5.92,5.328,0.28544065307764477,18.665876575579066,888.0
0,4,5,7.4,6.66,0.0,inf,1110.0
1,4,5,7.4,6.66,1.9438815668528129,3.4261346542745845,1110.0
2,4,5,7.4,6.66,5.062671819539148,1.315510907559925,1110.0
3,4,5,7.4,6.66,0.0,inf,1110.0
4,4,5,7.4,6.66,0.0,inf,1110.0
5,4,5,7.4,6.66,0.0,inf,1110.0
6,4,5,7.4,6.66,0.0,inf,1110.0
7,4,5,7.4,6.66,4.435640284987604,1.5014743243587012,1110.0
8,4,5,7.4,6.66,2.5555782580045996,2.606063805379273,1110.0
9,4,5,7.4,6.66,2.6984695815201416,2.4680656197162656,1110.0
10,4,5,7.4,6.66,0.0,inf,1110.0
11,4,5,7.4,6.66,4.521797588762503,1.4728655737601617,1110.0
12,4,5,7.4,6.66,0.0,inf,1110.0
13,4,5,7.4,6.66,0.0,inf,1110.0
14,4,5,7.4,6.66,3.4409289115156465,1.9355238574418645,1110.0
15,4,5,7.4,6.66,0.0,inf,1110.0
16,4,5,7.4,6.66,0.0,inf,1110.0
17,4,5,7.4,6.66,5.71595485232165,1.1651596578470014,1110.0
18,4,5,7.4,6.66,3.9256390768376175,1.6965390525318251,1110.0
19,4,5,7.4,6.66,0.0,inf,1110.0
20,4,5,7.4,6.66,4.4017606040566335,1.5130309435415883,1110.0
21,4,5,7.4,6.66,0.0,inf,1110.0
22,4,5,7.4,6.66,0.0,inf,1110.0
23,4,5,7.4,6.66,0.28544065307764477,23.33234571947383,1110.0
0,4,6,8.88,7.992000000000001,0.0,inf,1332.0000000000002
