Hour,Series,Parallel,Total Capacity (kWh),Effective Capacity (kWh),Effective Load (kW),Length of Discharge (hours),Total Cost ($)
10,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
11,6,3,6.660000000000001,5.994000000000001,4.521797588762503,1.3255790163841457,999.0000000000001
12,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
13,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
14,6,3,6.660000000000001,5.994000000000001,3.4409289115156465,1.7419714716976782,999.0000000000001
15,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
16,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
17,6,3,6.660000000000001,5.994000000000001,5.71595485232165,1.0486436920623012,999.0000000000001
18,6,3,6.660000000000001,5.994000000000001,3.9256390768376175,1.5268851472786427,999.0000000000001
19,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
20,6,3,6.660000000000001,5.994000000000001,4.4017606040566335,1.3617278491874296,999.0000000000001
21,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
22,6,3,6.660000000000001,5.994000000000001,0.0,inf,999.0000000000001
23,6,3,6.660000000000001,5.994000000000001,0.28544065307764477,20.999111147526452,999.0000000000001
0,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
1,6,4,8.880000000000003,7.992000000000003,1.9438815668528129,4.111361585129503,1332.0000000000005
2,6,4,8.880000000000003,7.992000000000003,5.062671819539148,1.5786130890719103,1332.0000000000005
3,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
4,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
5,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
6,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
7,6,4,8.880000000000003,7.992000000000003,4.435640284987604,1.801769189230442,1332.0000000000005
8,6,4,8.880000000000003,7.992000000000003,2.5555782580045996,3.1272765664551283,1332.0000000000005
9,6,4,8.880000000000003,7.992000000000003,2.6984695815201416,2.9616787436595198,1332.0000000000005
10,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
11,6,4,8.880000000000003,7.992000000000003,4.521797588762503,1.7674386885121947,1332.0000000000005
12,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
13,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
14,6,4,8.880000000000003,7.992000000000003,3.4409289115156465,2.322628628930238,1332.0000000000005
15,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
16,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
17,6,4,8.880000000000003,7.992000000000003,5.71595485232165,1.398191589416402,1332.0000000000005
18,6,4,8.880000000000003,7.992000000000003,3.9256390768376175,2.035846863038191,1332.0000000000005
19,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
20,6,4,8.880000000000003,7.992000000000003,4.4017606040566335,1.8156371322499065,1332.0000000000005
21,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
22,6,4,8.880000000000003,7.992000000000003,0.0,inf,1332.0000000000005
23,6,4,8.880000000000003,7.992000000000003,0.28544065307764477,27.998814863368608,1332.0000000000005
0,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
1,6,5,11.100000000000001,9.990000000000002,1.9438815668528129,5.139201981411878,1665.0000000000002
2,6,5,11.100000000000001,9.990000000000002,5.062671819539148,1.9732663613398875,1665.0000000000002
3,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
4,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
5,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
6,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
7,6,5,11.100000000000001,9.990000000000002,4.435640284987604,2.252211486538052,1665.0000000000002
8,6,5,11.100000000000001,9.990000000000002,2.5555782580045996,3.90909570806891,1665.0000000000002
9,6,5,11.100000000000001,9.990000000000002,2.6984695815201416,3.702098429574399,1665.0000000000002
10,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
11,6,5,11.100000000000001,9.990000000000002,4.521797588762503,2.209298360640243,1665.0000000000002
12,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
13,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
14,6,5,11.100000000000001,9.990000000000002,3.4409289115156465,2.9032857861627974,1665.0000000000002
15,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
16,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
17,6,5,11.100000000000001,9.990000000000002,5.71595485232165,1.7477394867705023,1665.0000000000002
18,6,5,11.100000000000001,9.990000000000002,3.9256390768376175,2.544808578797738,1665.0000000000002
19,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
20,6,5,11.100000000000001,9.990000000000002,4.4017606040566335,2.2695464153123828,1665.0000000000002
21,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
22,6,5,11.100000000000001,9.990000000000002,0.0,inf,1665.0000000000002
23,6,5,11.100000000000001,9.990000000000002,0.28544065307764477,34.99851857921075,1665.0000000000002
0,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
1,6,6,13.320000000000002,11.988000000000001,1.9438815668528129,6.167042377694253,1998.0000000000002
2,6,6,13.320000000000002,11.988000000000001,5.062671819539148,2.367919633607865,1998.0000000000002
3,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
4,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
5,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
6,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
7,6,6,13.320000000000002,11.988000000000001,4.435640284987604,2.7026537838456623,1998.0000000000002
8,6,6,13.320000000000002,11.988000000000001,2.5555782580045996,4.690914849682692,1998.0000000000002
9,6,6,13.320000000000002,11.988000000000001,2.6984695815201416,4.442518115489278,1998.0000000000002
10,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
11,6,6,13.320000000000002,11.988000000000001,4.521797588762503,2.6511580327682913,1998.0000000000002
12,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
13,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
14,6,6,13.320000000000002,11.988000000000001,3.4409289115156465,3.4839429433953564,1998.0000000000002
15,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
16,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
17,6,6,13.320000000000002,11.988000000000001,5.71595485232165,2.0972873841246025,1998.0000000000002
18,6,6,13.320000000000002,11.988000000000001,3.9256390768376175,3.0537702945572853,1998.0000000000002
19,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
20,6,6,13.320000000000002,11.988000000000001,4.4017606040566335,2.7234556983748592,1998.0000000000002
21,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
22,6,6,13.320000000000002,11.988000000000001,0.0,inf,1998.0000000000002
23,6,6,13.320000000000002,11.988000000000001,0.28544065307764477,41.998222295052905,1998.0000000000002
0,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
1,6,7,15.540000000000003,13.986000000000002,1.9438815668528129,7.194882773976629,2331.0000000000005
2,6,7,15.540000000000003,13.986000000000002,5.062671819539148,2.762572905875843,2331.0000000000005
3,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
4,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
5,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
6,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
7,6,7,15.540000000000003,13.986000000000002,4.435640284987604,3.153096081153273,2331.0000000000005
8,6,7,15.540000000000003,13.986000000000002,2.5555782580045996,5.472733991296474,2331.0000000000005
9,6,7,15.540000000000003,13.986000000000002,2.6984695815201416,5.182937801404159,2331.0000000000005
10,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
11,6,7,15.540000000000003,13.986000000000002,4.521797588762503,3.09301770489634,2331.0000000000005
12,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
13,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
14,6,7,15.540000000000003,13.986000000000002,3.4409289115156465,4.064600100627916,2331.0000000000005
15,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
16,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
17,6,7,15.540000000000003,13.986000000000002,5.71595485232165,2.446835281478703,2331.0000000000005
18,6,7,15.540000000000003,13.986000000000002,3.9256390768376175,3.562732010316833,2331.0000000000005
19,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
20,6,7,15.540000000000003,13.986000000000002,4.4017606040566335,3.177364981437336,2331.0000000000005
21,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
22,6,7,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
23,6,7,15.540000000000003,13.986000000000002,0.28544065307764477,48.99792601089506,2331.0000000000005
0,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
1,6,8,17.760000000000005,15.984000000000005,1.9438815668528129,8.222723170259005,2664.000000000001
2,6,8,17.760000000000005,15.984000000000005,5.062671819539148,3.1572261781438207,2664.000000000001
3,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
4,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
5,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
6,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
7,6,8,17.760000000000005,15.984000000000005,4.435640284987604,3.603538378460884,2664.000000000001
8,6,8,17.760000000000005,15.984000000000005,2.5555782580045996,6.254553132910257,2664.000000000001
9,6,8,17.760000000000005,15.984000000000005,2.6984695815201416,5.9233574873190395,2664.000000000001
10,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
11,6,8,17.760000000000005,15.984000000000005,4.521797588762503,3.5348773770243893,2664.000000000001
12,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
13,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
14,6,8,17.760000000000005,15.984000000000005,3.4409289115156465,4.645257257860476,2664.000000000001
15,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
16,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
17,6,8,17.760000000000005,15.984000000000005,5.71595485232165,2.796383178832804,2664.000000000001
18,6,8,17.760000000000005,15.984000000000005,3.9256390768376175,4.071693726076382,2664.000000000001
19,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
20,6,8,17.760000000000005,15.984000000000005,4.4017606040566335,3.631274264499813,2664.000000000001
21,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
22,6,8,17.760000000000005,15.984000000000005,0.0,inf,2664.000000000001
23,6,8,17.760000000000005,15.984000000000005,0.28544065307764477,55.997629726737216,2664.000000000001
0,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
1,6,9,19.980000000000004,17.982000000000003,1.9438815668528129,9.25056356654138,2997.0000000000005
2,6,9,19.980000000000004,17.982000000000003,5.062671819539148,3.5518794504117976,2997.0000000000005
3,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
4,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
5,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
6,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
7,6,9,19.980000000000004,17.982000000000003,4.435640284987604,4.053980675768494,2997.0000000000005
8,6,9,19.980000000000004,17.982000000000003,2.5555782580045996,7.036372274524038,2997.0000000000005
9,6,9,19.980000000000004,17.982000000000003,2.6984695815201416,6.663777173233918,2997.0000000000005
10,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
11,6,9,19.980000000000004,17.982000000000003,4.521797588762503,3.976737049152437,2997.0000000000005
12,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
13,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
14,6,9,19.980000000000004,17.982000000000003,3.4409289115156465,5.225914415093035,2997.0000000000005
15,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
16,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
17,6,9,19.980000000000004,17.982000000000003,5.71595485232165,3.145931076186904,2997.0000000000005
18,6,9,19.980000000000004,17.982000000000003,3.9256390768376175,4.580655441835928,2997.0000000000005
19,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
20,6,9,19.980000000000004,17.982000000000003,4.4017606040566335,4.0851835475622895,2997.0000000000005
21,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
22,6,9,19.980000000000004,17.982000000000003,0.0,inf,2997.0000000000005
23,6,9,19.980000000000004,17.982000000000003,0.28544065307764477,62.997333442579354,2997.0000000000005
0,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
1,6,10,22.200000000000003,19.980000000000004,1.9438815668528129,10.278403962823756,3330.0000000000005
2,6,10,22.200000000000003,19.980000000000004,5.062671819539148,3.946532722679775,3330.0000000000005
3,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
4,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
5,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
6,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
7,6,10,22.200000000000003,19.980000000000004,4.435640284987604,4.504422973076104,3330.0000000000005
8,6,10,22.200000000000003,19.980000000000004,2.5555782580045996,7.81819141613782,3330.0000000000005
9,6,10,22.200000000000003,19.980000000000004,2.6984695815201416,7.404196859148798,3330.0000000000005
10,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
11,6,10,22.200000000000003,19.980000000000004,4.521797588762503,4.418596721280486,3330.0000000000005
12,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
13,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
14,6,10,22.200000000000003,19.980000000000004,3.4409289115156465,5.806571572325595,3330.0000000000005
15,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
16,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
17,6,10,22.200000000000003,19.980000000000004,5.71595485232165,3.4954789735410046,3330.0000000000005
18,6,10,22.200000000000003,19.980000000000004,3.9256390768376175,5.089617157595476,3330.0000000000005
19,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
20,6,10,22.200000000000003,19.980000000000004,4.4017606040566335,4.5390928306247655,3330.0000000000005
21,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
22,6,10,22.200000000000003,19.980000000000004,0.0,inf,3330.0000000000005
23,6,10,22.200000000000003,19.980000000000004,0.28544065307764477,69.9970371584215,3330.0000000000005
0,7,1,2.59,2.331,0.0,inf,388.5
1,7,1,2.59,2.331,1.9438815668528129,1.1991471289961046,388.5
2,7,1,2.59,2.331,5.062671819539148,0.4604288176459737,388.5
3,7,1,2.59,2.331,0.0,inf,388.5
4,7,1,2.59,2.331,0.0,inf,388.5
5,7,1,2.59,2.331,0.0,inf,388.5
6,7,1,2.59,2.331,0.0,inf,388.5
7,7,1,2.59,2.331,4.435640284987604,0.5255160135255454,388.5
8,7,1,2.59,2.331,2.5555782580045996,0.9121223318827455,388.5
9,7,1,2.59,2.331,2.6984695815201416,0.8638229669006929,388.5
10,7,1,2.59,2.331,0.0,inf,388.5
11,7,1,2.59,2.331,4.521797588762503,0.5155029508160566,388.5
12,7,1,2.59,2.331,0.0,inf,388.5
13,7,1,2.59,2.331,0.0,inf,388.5
14,7,1,2.59,2.331,3.4409289115156465,0.6774333501046526,388.5
15,7,1,2.59,2.331,0.0,inf,388.5
16,7,1,2.59,2.331,0.0,inf,388.5
17,7,1,2.59,2.331,5.71595485232165,0.4078058802464504,388.5
18,7,1,2.59,2.331,3.9256390768376175,0.5937886683861388,388.5
19,7,1,2.59,2.331,0.0,inf,388.5
20,7,1,2.59,2.331,4.4017606040566335,0.5295608302395559,388.5
21,7,1,2.59,2.331,0.0,inf,388.5
22,7,1,2.59,2.331,0.0,inf,388.5
23,7,1,2.59,2.331,0.28544065307764477,8.166321001815842,388.5
0,7,2,5.18,4.662,0.0,inf,777.0
1,7,2,5.18,4.662,1.9438815668528129,2.3982942579922093,777.0
2,7,2,5.18,4.662,5.062671819539148,0.9208576352919474,777.0
3,7,2,5.18,4.662,0.0,inf,777.0
4,7,2,5.18,4.662,0.0,inf,777.0
5,7,2,5.18,4.662,0.0,inf,777.0
6,7,2,5.18,4.662,0.0,inf,777.0
7,7,2,5.18,4.662,4.435640284987604,1.051032027051091,777.0
8,7,2,5.18,4.662,2.5555782580045996,1.824244663765491,777.0
9,7,2,5.18,4.662,2.6984695815201416,1.7276459338013859,777.0
10,7,2,5.18,4.662,0.0,inf,777.0
11,7,2,5.18,4.662,4.521797588762503,1.0310059016321131,777.0
12,7,2,5.18,4.662,0.0,inf,777.0
13,7,2,5.18,4.662,0.0,inf,777.0
14,7,2,5.18,4.662,3.4409289115156465,1.354866700209305,777.0
15,7,2,5.18,4.662,0.0,inf,777.0
16,7,2,5.18,4.662,0.0,inf,777.0
17,7,2,5.18,4.662,5.71595485232165,0.8156117604929009,777.0
18,7,2,5.18,4.662,3.9256390768376175,1.1875773367722775,777.0
19,7,2,5.18,4.662,0.0,inf,777.0
20,7,2,5.18,4.662,4.4017606040566335,1.0591216604791118,777.0
21,7,2,5.18,4.662,0.0,inf,777.0
22,7,2,5.18,4.662,0.0,inf,777.0
23,7,2,5.18,4.662,0.28544065307764477,16.332642003631683,777.0
0,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
1,7,3,7.770000000000001,6.993000000000001,1.9438815668528129,3.5974413869883146,1165.5000000000002
2,7,3,7.770000000000001,6.993000000000001,5.062671819539148,1.3812864529379214,1165.5000000000002
3,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
4,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
5,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
6,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
7,7,3,7.770000000000001,6.993000000000001,4.435640284987604,1.5765480405766366,1165.5000000000002
8,7,3,7.770000000000001,6.993000000000001,2.5555782580045996,2.736366995648237,1165.5000000000002
9,7,3,7.770000000000001,6.993000000000001,2.6984695815201416,2.5914689007020795,1165.5000000000002
10,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
11,7,3,7.770000000000001,6.993000000000001,4.521797588762503,1.54650885244817,1165.5000000000002
12,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
13,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
14,7,3,7.770000000000001,6.993000000000001,3.4409289115156465,2.032300050313958,1165.5000000000002
15,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
16,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
17,7,3,7.770000000000001,6.993000000000001,5.71595485232165,1.2234176407393516,1165.5000000000002
18,7,3,7.770000000000001,6.993000000000001,3.9256390768376175,1.7813660051584166,1165.5000000000002
19,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
20,7,3,7.770000000000001,6.993000000000001,4.4017606040566335,1.588682490718668,1165.5000000000002
21,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
22,7,3,7.770000000000001,6.993000000000001,0.0,inf,1165.5000000000002
23,7,3,7.770000000000001,6.993000000000001,0.28544065307764477,24.49896300544753,1165.5000000000002
0,7,4,10.36,9.324,0.0,inf,1554.0
1,7,4,10.36,9.324,1.9438815668528129,4.796588515984419,1554.0
2,7,4,10.36,9.324,5.062671819539148,1.8417152705838948,1554.0
3,7,4,10.36,9.324,0.0,inf,1554.0
4,7,4,10.36,9.324,0.0,inf,1554.0
5,7,4,10.36,9.324,0.0,inf,1554.0
6,7,4,10.36,9.324,0.0,inf,1554.0
7,7,4,10.36,9.324,4.435640284987604,2.102064054102182,1554.0
8,7,4,10.36,9.324,2.5555782580045996,3.648489327530982,1554.0
9,7,4,10.36,9.324,2.6984695815201416,3.4552918676027717,1554.0
10,7,4,10.36,9.324,0.0,inf,1554.0
11,7,4,10.36,9.324,4.521797588762503,2.0620118032642263,1554.0
12,7,4,10.36,9.324,0.0,inf,1554.0
13,7,4,10.36,9.324,0.0,inf,1554.0
14,7,4,10.36,9.324,3.4409289115156465,2.70973340041861,1554.0
15,7,4,10.36,9.324,0.0,inf,1554.0
16,7,4,10.36,9.324,0.0,inf,1554.0
17,7,4,10.36,9.324,5.71595485232165,1.6312235209858017,1554.0
18,7,4,10.36,9.324,3.9256390768376175,2.375154673544555,1554.0
19,7,4,10.36,9.324,0.0,inf,1554.0
20,7,4,10.36,9.324,4.4017606040566335,2.1182433209582237,1554.0
21,7,4,10.36,9.324,0.0,inf,1554.0
22,7,4,10.36,9.324,0.0,inf,1554.0
23,7,4,10.36,9.324,0.28544065307764477,32.66528400726337,1554.0
0,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
1,7,5,12.950000000000001,11.655000000000001,1.9438815668528129,5.995735644980524,1942.5000000000002
2,7,5,12.950000000000001,11.655000000000001,5.062671819539148,2.3021440882298685,1942.5000000000002
3,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
4,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
5,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
6,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
7,7,5,12.950000000000001,11.655000000000001,4.435640284987604,2.6275800676277274,1942.5000000000002
8,7,5,12.950000000000001,11.655000000000001,2.5555782580045996,4.560611659413728,1942.5000000000002
9,7,5,12.950000000000001,11.655000000000001,2.6984695815201416,4.319114834503465,1942.5000000000002
10,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
11,7,5,12.950000000000001,11.655000000000001,4.521797588762503,2.5775147540802834,1942.5000000000002
12,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
13,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
14,7,5,12.950000000000001,11.655000000000001,3.4409289115156465,3.387166750523263,1942.5000000000002
15,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
16,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
17,7,5,12.950000000000001,11.655000000000001,5.71595485232165,2.0390294012322525,1942.5000000000002
18,7,5,12.950000000000001,11.655000000000001,3.9256390768376175,2.9689433419306943,1942.5000000000002
19,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
20,7,5,12.950000000000001,11.655000000000001,4.4017606040566335,2.64780415119778,1942.5000000000002
21,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
22,7,5,12.950000000000001,11.655000000000001,0.0,inf,1942.5000000000002
23,7,5,12.950000000000001,11.655000000000001,0.28544065307764477,40.83160500907921,1942.5000000000002
0,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
1,7,6,15.540000000000003,13.986000000000002,1.9438815668528129,7.194882773976629,2331.0000000000005
2,7,6,15.540000000000003,13.986000000000002,5.062671819539148,2.762572905875843,2331.0000000000005
3,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
4,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
5,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
6,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
7,7,6,15.540000000000003,13.986000000000002,4.435640284987604,3.153096081153273,2331.0000000000005
8,7,6,15.540000000000003,13.986000000000002,2.5555782580045996,5.472733991296474,2331.0000000000005
9,7,6,15.540000000000003,13.986000000000002,2.6984695815201416,5.182937801404159,2331.0000000000005
10,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
11,7,6,15.540000000000003,13.986000000000002,4.521797588762503,3.09301770489634,2331.0000000000005
12,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
13,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
14,7,6,15.540000000000003,13.986000000000002,3.4409289115156465,4.064600100627916,2331.0000000000005
15,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
16,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
17,7,6,15.540000000000003,13.986000000000002,5.71595485232165,2.446835281478703,2331.0000000000005
18,7,6,15.540000000000003,13.986000000000002,3.9256390768376175,3.562732010316833,2331.0000000000005
19,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
20,7,6,15.540000000000003,13.986000000000002,4.4017606040566335,3.177364981437336,2331.0000000000005
21,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
22,7,6,15.540000000000003,13.986000000000002,0.0,inf,2331.0000000000005
23,7,6,15.540000000000003,13.986000000000002,0.28544065307764477,48.99792601089506,2331.0000000000005
0,7,7,18.13,16.317,0.0,inf,2719.5
1,7,7,18.13,16.317,1.9438815668528129,8.394029902972733,2719.5
2,7,7,18.13,16.317,5.062671819539148,3.223001723521816,2719.5
3,7,7,18.13,16.317,0.0,inf,2719.5
4,7,7,18.13,16.317,0.0,inf,2719.5
5,7,7,18.13,16.317,0.0,inf,2719.5
6,7,7,18.13,16.317,0.0,inf,2719.5
7,7,7,18.13,16.317,4.435640284987604,3.678612094678818,2719.5
8,7,7,18.13,16.317,2.5555782580045996,6.384856323179219,2719.5
9,7,7,18.13,16.317,2.6984695815201416,6.046760768304851,2719.5
10,7,7,18.13,16.317,0.0,inf,2719.5
11,7,7,18.13,16.317,4.521797588762503,3.6085206557123963,2719.5
12,7,7,18.13,16.317,0.0,inf,2719.5
13,7,7,18.13,16.317,0.0,inf,2719.5
14,7,7,18.13,16.317,3.4409289115156465,4.742033450732568,2719.5
15,7,7,18.13,16.317,0.0,inf,2719.5
16,7,7,18.13,16.317,0.0,inf,2719.5
17,7,7,18.13,16.317,5.71595485232165,2.8546411617251533,2719.5
18,7,7,18.13,16.317,3.9256390768376175,4.156520678702972,2719.5
19,7,7,18.13,16.317,0.0,inf,2719.5
20,7,7,18.13,16.317,4.4017606040566335,3.7069258116768915,2719.5
21,7,7,18.13,16.317,0.0,inf,2719.5
22,7,7,18.13,16.317,0.0,inf,2719.5
23,7,7,18.13,16.317,0.28544065307764477,57.16424701271089,2719.5
0,7,8,20.72,18.648,0.0,inf,3108.0
1,7,8,20.72,18.648,1.9438815668528129,9.593177031968837,3108.0
2,7,8,20.72,18.648,5.062671819539148,3.6834305411677897,3108.0
3,7,8,20.72,18.648,0.0,inf,3108.0
4,7,8,20.72,18.648,0.0,inf,3108.0
5,7,8,20.72,18.648,0.0,inf,3108.0
6,7,8,20.72,18.648,0.0,inf,3108.0
7,7,8,20.72,18.648,4.435640284987604,4.204128108204364,3108.0
